Cluster,quarter,rCSI
Ta'iz-Cluster11,2024Q1,15.82258064516129
Ta'iz-Cluster11,2024Q2,20.631067961165048
Ta'iz-Cluster11,2024Q3,17.350515463917525
Ta'iz-Cluster11,2024Q4,18.113636363636363
Ta'iz-Cluster11,2025Q1,16.61111111111111
Ta'iz-Cluster11,2025Q2,19.58333333333333
Ta'iz-Cluster12,2023Q4,16.25
Ta'iz-Cluster12,2024Q1,20.55555555555556
Ta'iz-Cluster12,2024Q2,20.41414141414141
Ta'iz-Cluster12,2024Q3,20.022222222222226
Ta'iz-Cluster12,2024Q4,22.11764705882353
Ta'iz-Cluster12,2025Q1,17.677777777777777
Ta'iz-Cluster12,2025Q2,18.0625
Ta'iz-Cluster12,2025Q3,19.026315789473685
Ta'iz-Cluster13,2023Q4,18.126984126984127
Ta'iz-Cluster13,2024Q1,18.04878048780488
Ta'iz-Cluster13,2024Q2,20.701030927835053
Ta'iz-Cluster13,2024Q3,22.14457831325301
Ta'iz-Cluster13,2024Q4,19.194174757281555
Ta'iz-Cluster13,2025Q1,19.31578947368421
Ta'iz-Cluster9,2023Q4,10.0
Ta'iz-Cluster9,2024Q1,15.0
Ta'iz-Cluster9,2024Q2,18.105263157894736
Ta'iz-Cluster9,2024Q3,20.157894736842103
Ta'iz-Cluster9,2024Q4,17.5
Ta'iz-Cluster9,2025Q1,17.817204301075268
Ta'iz-Cluster9,2025Q2,16.666666666666668
Ta'iz-Cluster9,2025Q3,14.828282828282829
Thula,2023Q4,16.227272727272727
Thula,2024Q1,13.909090909090908
Thula,2024Q2,18.42105263157895
Thula,2024Q3,18.54639175257732
Thula,2024Q4,18.051546391752577
Thula,2025Q1,16.31
Thula,2025Q2,13.483870967741936
Thula,2025Q3,15.434782608695652
Thula,2025Q4,13.451612903225806
Tuban,2023Q4,18.142857142857142
Tuban,2024Q1,15.5
Tuban,2024Q2,15.784313725490197
Tuban,2024Q3,20.38144329896907
Tuban,2024Q4,22.154545454545456
Tuban,2025Q1,20.831683168316832
Tuban,2025Q2,17.395833333333332
Tuban,2025Q3,18.193877551020407
Tuban,2025Q4,16.51
Tur Al Bahah,2023Q4,18.72
Tur Al Bahah,2024Q1,21.1
Tur Al Bahah,2024Q2,16.92156862745098
Tur Al Bahah,2024Q3,18.95876288659794
Tur Al Bahah,2024Q4,17.365853658536587
Tur Al Bahah,2025Q1,18.5
Tur Al Bahah,2025Q2,15.40625
Tur Al Bahah,2025Q3,16.252525252525253
Tur Al Bahah,2025Q4,15.891304347826088
Usaylan,2023Q4,24.454545454545453
Usaylan,2024Q1,32.166666666666664
Utmah,2023Q4,23.542857142857144
Utmah,2024Q1,22.431818181818183
Wadhrah,2023Q4,36.4
Wadhrah,2024Q1,30.857142857142858
Wadi Al Ayn,2023Q4,15.0
Wadi Al Ayn,2024Q1,15.2
Wadi Al Ayn,2024Q2,14.78021978021978
Wadi Al Ayn,2024Q3,14.5
Wadi Al Ayn,2024Q4,14.357894736842104
Wadi Al Ayn,2025Q1,15.25
Wadi Al Ayn,2025Q2,14.445652173913045
Wadi Al Ayn,2025Q3,12.967032967032967
Wadi Al Ayn,2025Q4,10.677777777777775
Wadrah,2024Q2,23.288659793814432
Wadrah,2024Q3,24.93548387096774
Wadrah,2024Q4,19.18947368421053
Wadrah,2025Q1,21.70212765957447
Wadrah,2025Q2,19.666666666666668
Wadrah,2025Q3,20.25274725274725
Wadrah,2025Q4,19.827956989247312
Wald Rabi',2023Q4,18.666666666666668
Wald Rabi',2024Q1,19.80952380952381
Wald Rabi',2024Q2,19.84536082474227
Wald Rabi',2024Q3,19.04301075268817
Wald Rabi',2024Q4,16.840425531914892
Wald Rabi',2025Q1,13.147368421052631
Wald Rabi',2025Q2,17.06451612903226
Wald Rabi',2025Q3,20.97826086956522
Wald Rabi',2025Q4,14.085106382978724
Washhah,2023Q4,16.4
Washhah,2024Q1,33.44444444444444
Washhah,2024Q2,24.55555555555556
Washhah,2024Q3,22.32673267326733
Washhah,2024Q4,23.729411764705883
Washhah,2025Q1,21.454545454545453
Washhah,2025Q2,20.885416666666668
Washhah,2025Q3,16.626666666666665
Washhah,2025Q4,14.076923076923077
Wusab Al Aali,2024Q2,22.00900900900901
Wusab Al Aali,2024Q3,20.77319587628866
Wusab Al Aali,2024Q4,19.77777777777778
Wusab Al Aali,2025Q1,19.164948453608247
Wusab Al Aali,2025Q2,15.739583333333334
Wusab Al Aali,2025Q3,16.065217391304348
Wusab Al Aali,2025Q4,16.23404255319149
Wusab Al Ali,2023Q4,23.404255319148938
Wusab Al Ali,2024Q1,22.285714285714285
Wusab As Safil,2023Q4,18.23809523809524
Wusab As Safil,2024Q1,20.0
Wusab As Safil,2024Q2,18.57851239669421
Wusab As Safil,2024Q3,19.072916666666668
Wusab As Safil,2024Q4,13.74
Wusab As Safil,2025Q1,15.03
Wusab As Safil,2025Q2,14.802083333333334
Wusab As Safil,2025Q3,13.46875
Wusab As Safil,2025Q4,16.41111111111111
Yab'uth,2024Q2,15.397849462365592
Yab'uth,2024Q3,14.847826086956522
Yab'uth,2024Q4,13.060975609756095
Yab'uth,2025Q1,12.252747252747254
Yab'uth,2025Q2,15.03448275862069
Yab'uth,2025Q3,14.30379746835443
Yab'uth,2025Q4,12.26595744680851
Yabuth,2023Q4,19.727272727272727
Yabuth,2024Q1,20.42105263157895
Yafa'a,2023Q4,17.548387096774192
Yafa'a,2024Q1,17.142857142857142
Yafi',2024Q2,16.178947368421053
Yafi',2024Q3,18.3960396039604
Yafi',2024Q4,17.838383838383837
Yafi',2025Q1,19.59
Yafi',2025Q2,17.020833333333332
Yafi',2025Q3,16.847826086956523
Yafi',2025Q4,13.877777777777778
Yahr,2023Q4,19.285714285714285
Yahr,2024Q1,18.5
Yahr,2024Q2,15.717391304347826
Yahr,2024Q3,21.080645161290324
Yahr,2024Q4,19.866666666666667
Yahr,2025Q1,16.630434782608695
Yahr,2025Q2,16.526881720430108
Yahr,2025Q3,15.263736263736265
Yahr,2025Q4,16.967391304347824
Yarim,2023Q4,24.771604938271604
Yarim,2024Q1,22.77868852459016
Yarim,2024Q2,20.58904109589041
Yarim,2024Q3,19.628865979381445
Yarim,2024Q4,21.63917525773196
Yarim,2025Q1,23.32673267326733
Yarim,2025Q2,18.041666666666668
Yarim,2025Q3,16.8125
Yarim,2025Q4,13.526881720430108
Zabid,2023Q4,15.846153846153848
Zabid,2024Q1,21.365384615384617
Zabid,2024Q2,22.36082474226804
Zabid,2024Q3,19.854166666666668
Zabid,2024Q4,19.11764705882353
Zabid,2025Q1,18.103092783505154
Zabid,2025Q2,17.364583333333332
Zabid,2025Q3,17.5
Zabid,2025Q4,17.604395604395606
Zingibar,2023Q4,19.072289156626507
Zingibar,2024Q1,19.55905511811024
Zinjibar,2024Q2,20.38095238095238
Zinjibar,2024Q3,20.34090909090909
Zinjibar,2024Q4,20.31578947368421
Zinjibar,2025Q1,19.98901098901099
Zinjibar,2025Q2,19.9468085106383
Zinjibar,2025Q3,15.797752808988765
Zinjibar,2025Q4,16.021052631578947
